1,93
1,94
1,95
1,96
1,97
1,108
1,126
1,145
1,146
1,147
1,148
1,149
1,151
1,158
1,159
1,175
1,176
1,177
1,178
1,179
1,180
1,181
1,182
1,185
2,145
2,146
2,147
2,148
2,149
2,151
2,152
2,153
2,156
2,157
2,158
2,159
2,160
2,162
2,164
2,175
2,176
2,177
2,178
2,179
2,180
2,181
2,182
2,184
2,185
3,93
3,94
3,96
3,97
3,108
3,145
3,146
3,147
3,148
3,149
3,151
3,152
3,153
3,156
3,157
3,158
3,159
3,160
3,162
3,164
3,175
3,176
3,177
3,178
3,179
3,180
3,181
3,182
3,184
3,185
4,93
4,94
4,95
4,96
4,97
4,103
4,108
4,109
4,110
4,111
4,112
4,113
4,114
4,126
4,145
4,146
4,148
4,151
4,158
4,159
4,175
4,176
4,177
4,178
4,179
4,180
4,181
4,182
5,145
5,146
5,147
5,148
5,149
5,151
5,152
5,153
5,156
5,157
5,158
5,159
5,160
5,162
5,164
5,175
5,176
5,177
5,178
5,179
5,184
5,185
6,145
6,146
6,147
6,148
6,151
6,152
6,153
6,156
6,157
6,158
6,159
6,160
6,161
6,162
6,164
6,168
6,169
6,170
6,171
6,174
6,175
6,176
6,177
6,178
6,179
6,184
7,145
7,146
7,147
7,148
7,151
7,152
7,153
7,156
7,157
7,158
7,159
7,160
7,161
7,162
7,163
7,164
7,166
7,168
7,169
7,170
7,171
7,172
7,174
7,175
7,176
7,177
7,178
7,179
7,184
8,146
8,153
8,158
8,159
8,160
8,161
8,162
8,163
8,164
8,166
8,168
8,169
8,170
8,171
8,172
8,173
8,174
8,176
8,177
8,178
8,179
8,184
9,96
9,117
9,146
9,153
9,158
9,159
9,160
9,161
9,162
9,163
9,164
9,166
9,168
9,169
9,170
9,171
9,172
9,173
9,174
9,176
9,177
9,178
9,179
9,180
9,182
9,183
9,184
10,158
10,159
10,160
10,161
10,163
10,166
10,167
10,168
10,169
10,170
10,171
10,172
10,173
10,174
10,177
10,184
11,101
11,117
11,160
11,161
11,163
11,166
11,167
11,168
11,169
11,170
11,171
11,172
11,173
11,174
11,183
11,184
12,93
12,94
12,96
12,97
12,106
12,107
12,108
12,109
12,110
12,117
12,145
12,146
12,147
12,148
12,151
12,152
12,153
12,156
12,157
12,158
12,159
12,160
12,161
12,162
12,163
12,164
12,168
12,169
12,175
12,176
12,177
12,178
12,179
12,180
12,181
12,182
12,183
12,184
13,96
13,117
13,145
13,146
13,147
13,148
13,151
13,152
13,153
13,156
13,157
13,158
13,159
13,160
13,161
13,162
13,163
13,164
13,166
13,168
13,169
13,170
13,171
13,172
13,173
13,174
13,175
13,176
13,177
13,178
13,179
13,180
13,181
13,182
13,183
13,184
14,94
14,96
14,106
14,107
14,108
14,109
14,110
14,117
14,145
14,146
14,147
14,148
14,151
14,152
14,153
14,156
14,157
14,158
14,159
14,160
14,161
14,162
14,163
14,164
14,166
14,168
14,169
14,170
14,171
14,172
14,173
14,174
14,175
14,176
14,177
14,178
14,179
14,180
14,181
14,182
14,183
14,184
15,94
15,96
15,98
15,99
15,100
15,101
15,106
15,107
15,108
15,109
15,110
15,115
15,117
15,146
15,153
15,158
15,159
15,160
15,161
15,162
15,163
15,164
15,166
15,168
15,169
15,170
15,171
15,172
15,173
15,174
15,176
15,177
15,178
15,179
15,180
15,182
15,183
15,184
16,96
16,117
16,145
16,146
16,147
16,148
16,151
16,152
16,153
16,156
16,157
16,158
16,159
16,160
16,161
16,162
16,163
16,164
16,166
16,168
16,169
16,170
16,171
16,172
16,173
16,174
16,175
16,176
16,177
16,178
16,179
16,180
16,182
16,183
16,184
17,96
17,98
17,99
17,100
17,101
17,102
17,103
17,104
17,106
17,107
17,108
17,109
17,115
17,117
17,160
17,161
17,163
17,168
17,169
17,170
17,171
17,172
17,173
17,174
17,179
17,180
17,182
17,183
17,184
18,96
18,98
18,99
18,100
18,101
18,106
18,107
18,108
18,115
18,117
18,160
18,161
18,163
18,166
18,167
18,168
18,169
18,170
18,171
18,172
18,173
18,174
18,183
18,184
19,93
19,94
19,95
19,96
19,97
19,98
19,100
19,101
19,102
19,103
19,104
19,106
19,107
19,108
19,109
19,110
19,111
19,112
19,113
19,114
19,115
19,117
19,146
19,148
19,158
19,159
19,160
19,161
19,162
19,163
19,168
19,169
19,170
19,175
19,176
19,177
19,178
19,179
19,180
19,181
19,182
19,183
19,184
20,94
20,96
20,98
20,99
20,100
20,101
20,102
20,103
20,104
20,106
20,107
20,108
20,109
20,110
20,115
20,117
20,146
20,158
20,159
20,160
20,161
20,162
20,163
20,168
20,169
20,170
20,171
20,172
20,173
20,174
20,176
20,177
20,178
20,179
20,180
20,182
20,183
20,184
21,93
21,94
21,95
21,96
21,97
21,103
21,106
21,107
21,108
21,109
21,110
21,111
21,112
21,113
21,114
21,117
21,145
21,146
21,148
21,158
21,159
21,160
21,161
21,162
21,163
21,168
21,169
21,175
21,176
21,177
21,178
21,179
21,180
21,181
21,182
21,183
21,184
22,96
22,98
22,99
22,100
22,101
22,106
22,107
22,108
22,115
22,117
22,146
22,153
22,158
22,159
22,160
22,161
22,162
22,163
22,164
22,166
22,167
22,168
22,169
22,170
22,171
22,172
22,173
22,174
22,177
22,179
22,180
22,182
22,183
22,184
23,96
23,101
23,117
23,146
23,153
23,158
23,159
23,160
23,161
23,162
23,163
23,164
23,166
23,167
23,168
23,169
23,170
23,171
23,172
23,173
23,174
23,177
23,179
23,180
23,182
23,183
23,184
